Geographical Location (Latitude),Geographical Location (Longitude),Sampling Date,Nitrogen (mg/L),Phosphorus (mg/L),State of Sewage System,Location
59.86088765,-19.12435628,4/13/2015,0.93650708,2.978728779,Good,"(59.86088765, -19.12435628)"
61.42581848,92.9033411,2/19/2016,8.71572436,0.426861359,Good,"(61.42581848, 92.9033411)"
54.44999005,102.037649,7/13/2020,0.937125833,1.96972915,Good,"(54.44999005, 102.037649)"
24.82466328,74.81116209,11/11/2020,7.396739393,1.11171806,Poor,"(24.82466328, 74.81116209)"
-88.60477614,-93.44843566,6/24/2017,9.101763723,4.215930905,Good,"(-88.60477614, -93.44843566)"
-31.33587239,-166.904404,1/7/2021,0.176425606,4.374994253,Good,"(-31.33587239, -166.904404)"
-84.75552212,-96.85158997,12/8/2017,2.470122526,3.304501849,Good,"(-84.75552212, -96.85158997)"
50.44074993,23.55517349,9/11/2014,5.125289269,0.0870274,Poor,"(50.44074993, 23.55517349)"
62.32953149,15.69702819,3/30/2021,9.258828305,1.939911773,Good,"(62.32953149, 15.69702819)"
50.99158061,-28.26048574,5/31/2016,0.3733877,0.819192148,Moderate,"(50.99158061, -28.26048574)"
34.455253,-164.5003422,3/9/2023,5.254523524,4.380937371,Moderate,"(34.455253, -164.5003422)"
-89.89876558,42.77468423,6/18/2017,0.575613492,4.578498876,Moderate,"(-89.89876558, 42.77468423)"
25.30479114,49.15479222,4/5/2018,7.361614229,1.66000764,Good,"(25.30479114, 49.15479222)"
-22.67785987,-157.9388736,6/12/2016,3.091749235,0.071943026,Moderate,"(-22.67785987, -157.9388736)"
-2.141335123,-61.26908612,1/3/2017,7.616821617,2.536363027,Moderate,"(-2.141335123, -61.26908612)"
-44.28850471,91.54942583,3/4/2021,9.763830227,0.65935441,Good,"(-44.28850471, 91.54942583)"
45.3099649,1.585788012,1/27/2017,0.871601174,2.88975416,Good,"(45.3099649, 1.585788012)"
-4.951630039,-175.1362409,11/3/2015,0.165470297,0.439808775,Moderate,"(-4.951630039, -175.1362409)"
18.79744093,-152.1117636,1/21/2022,9.036005685,4.603985759,Good,"(18.79744093, -152.1117636)"
-5.256950206,-175.6279278,5/10/2015,9.938688681,0.306229729,Poor,"(-5.256950206, -175.6279278)"
77.64553747,106.0752187,7/17/2015,7.387673828,1.485550434,Poor,"(77.64553747, 106.0752187)"
-12.79059749,156.8575194,9/2/2014,4.46078127,3.272063584,Poor,"(-12.79059749, 156.8575194)"
1.154338619,177.8301252,7/9/2017,7.305013133,1.08545115,Good,"(1.154338619, 177.8301252)"
70.12283761,47.7066678,10/2/2018,6.169832297,3.273355999,Poor,"(70.12283761, 47.7066678)"
-86.12945704,147.1903391,8/9/2017,7.769305822,0.268240566,Good,"(-86.12945704, 147.1903391)"
-13.3964939,136.184839,10/1/2022,0.354505522,1.972159755,Good,"(-13.3964939, 136.184839)"
51.92736471,6.926419482,5/11/2020,8.887701683,1.712311425,Good,"(51.92736471, 6.926419482)"
30.65486386,122.9126019,9/12/2020,2.393355516,4.511514177,Good,"(30.65486386, 122.9126019)"
63.5411581,-137.2184798,4/25/2020,1.649188791,0.00407982,Poor,"(63.5411581, -137.2184798)"
-54.29778051,-90.71813331,2/17/2020,7.035049961,2.672275558,Good,"(-54.29778051, -90.71813331)"
6.311533808,93.53225083,8/1/2022,3.931781725,2.287560406,Moderate,"(6.311533808, 93.53225083)"
57.62137574,123.8729616,1/5/2019,6.677714903,1.02383282,Moderate,"(57.62137574, 123.8729616)"
0.001742229,152.7552916,8/9/2018,4.241324778,3.57550637,Good,"(0.001742229, 152.7552916)"
81.03802365,56.84939216,11/4/2019,3.227962583,4.732740226,Good,"(81.03802365, 56.84939216)"
68.71913122,-160.1925575,1/31/2019,9.18069201,4.572421804,Good,"(68.71913122, -160.1925575)"
50.60625956,168.8828625,6/17/2014,8.08880354,0.174163614,Poor,"(50.60625956, 168.8828625)"
24.9022019,-39.56538563,5/26/2014,4.631837354,4.154501949,Moderate,"(24.9022019, -39.56538563)"
-67.24307611,-69.77571199,5/9/2016,6.323195891,3.067822533,Moderate,"(-67.24307611, -69.77571199)"
-39.24259899,139.8570882,9/20/2014,6.920473591,4.730120601,Good,"(-39.24259899, 139.8570882)"
-83.34346875,-88.31647575,11/16/2016,7.412250516,2.479462807,Good,"(-83.34346875, -88.31647575)"
-3.224283145,-127.0403109,9/19/2015,6.409815616,4.229664857,Good,"(-3.224283145, -127.0403109)"
4.207679449,-50.30668161,6/19/2023,6.56961804,4.186759984,Good,"(4.207679449, -50.30668161)"
19.17373246,64.89915487,8/8/2020,1.549802213,1.228877747,Good,"(19.17373246, 64.89915487)"
12.81995786,124.8864826,11/13/2017,2.475154094,0.845031322,Good,"(12.81995786, 124.8864826)"
-43.72824698,21.84578937,10/16/2018,0.199191466,2.578570215,Moderate,"(-43.72824698, 21.84578937)"
53.52075482,-26.71689144,9/13/2020,1.145104913,3.300324507,Moderate,"(53.52075482, -26.71689144)"
-55.11123659,99.7122041,2/9/2017,3.704934325,2.608244427,Poor,"(-55.11123659, 99.7122041)"
59.70649543,-7.460938581,4/3/2016,7.470060189,0.813423123,Moderate,"(59.70649543, -7.460938581)"
-57.3988172,151.3917148,2/5/2021,1.491056391,3.147606594,Good,"(-57.3988172, 151.3917148)"
12.08957623,-16.78547536,3/29/2020,0.966580145,3.204242218,Poor,"(12.08957623, -16.78547536)"
53.57430297,75.90232185,12/2/2017,4.644448469,4.240961749,Good,"(53.57430297, 75.90232185)"
-15.98166635,-133.0159787,11/30/2019,8.964555639,3.981852594,Moderate,"(-15.98166635, -133.0159787)"
3.262485434,117.4246192,5/16/2022,9.388913078,0.839229533,Good,"(3.262485434, 117.4246192)"
20.439399,110.5427191,11/5/2019,0.103279618,2.361996042,Moderate,"(20.439399, 110.5427191)"
71.60206719,14.99056692,10/26/2017,2.457474732,3.102439541,Good,"(71.60206719, 14.99056692)"
80.93685743,-176.8973574,8/1/2022,5.156844689,4.894527018,Moderate,"(80.93685743, -176.8973574)"
-33.6033268,57.63356317,6/27/2020,5.453994058,3.485332899,Good,"(-33.6033268, 57.63356317)"
-76.72619214,-145.3555065,11/2/2015,2.139544135,1.660612991,Good,"(-76.72619214, -145.3555065)"
-84.19921983,78.19806481,9/12/2017,8.04163549,3.406351096,Moderate,"(-84.19921983, 78.19806481)"
45.88604577,39.50199936,3/17/2018,2.608139561,0.722936891,Good,"(45.88604577, 39.50199936)"
-0.610223928,123.4047706,9/25/2019,6.116313689,2.895257432,Moderate,"(-0.610223928, 123.4047706)"
70.66492561,121.7885185,6/18/2022,9.979172724,2.801144998,Good,"(70.66492561, 121.7885185)"
-43.85707685,-98.6907254,12/3/2021,4.793845958,2.04459695,Good,"(-43.85707685, -98.6907254)"
-24.79442399,-159.0051467,11/27/2022,4.213326978,4.222668803,Poor,"(-24.79442399, -159.0051467)"
16.75582106,93.38114215,9/25/2017,3.339689789,3.294797164,Good,"(16.75582106, 93.38114215)"
39.33468476,-134.0624821,10/27/2021,5.934034547,1.793242011,Good,"(39.33468476, -134.0624821)"
76.10087026,-33.45363666,8/28/2019,8.113789395,4.550746064,Moderate,"(76.10087026, -33.45363666)"
25.89105698,-28.09099365,5/30/2016,5.736576928,3.834456572,Good,"(25.89105698, -28.09099365)"
59.75691034,153.7742032,3/30/2017,0.739682728,3.794657038,Poor,"(59.75691034, 153.7742032)"
72.68363588,109.91907,11/26/2015,2.532672065,0.325210842,Good,"(72.68363588, 109.91907)"
61.04918823,19.80881427,8/7/2023,8.931561404,0.388109296,Poor,"(61.04918823, 19.80881427)"
-74.01202068,-47.79589442,9/17/2018,4.18531405,3.220780643,Moderate,"(-74.01202068, -47.79589442)"
-45.17611743,165.5316659,11/24/2016,9.540479694,1.294254833,Moderate,"(-45.17611743, 165.5316659)"
16.59163246,153.6141662,7/1/2014,9.80176628,2.920214948,Poor,"(16.59163246, 153.6141662)"
-71.49366469,-12.54840152,6/12/2022,5.694814757,1.645452714,Moderate,"(-71.49366469, -12.54840152)"
-14.45769156,95.85616221,5/23/2017,2.113523936,0.013937063,Moderate,"(-14.45769156, 95.85616221)"
-16.47009152,-117.8087084,11/27/2023,7.258779277,3.266349227,Good,"(-16.47009152, -117.8087084)"
70.77120616,127.9674607,1/23/2021,4.429103023,3.5106092,Moderate,"(70.77120616, 127.9674607)"
86.1058318,-146.4178081,4/26/2016,8.358140744,0.263326959,Good,"(86.1058318, -146.4178081)"
85.66265345,5.758915725,2/26/2022,4.970462207,2.688887008,Moderate,"(85.66265345, 5.758915725)"
-43.79535777,32.83423402,6/26/2019,4.239326783,4.401185883,Good,"(-43.79535777, 32.83423402)"
-10.74929872,11.46501429,8/27/2023,6.957556579,3.285176909,Moderate,"(-10.74929872, 11.46501429)"
-41.70185281,0.042706616,4/13/2021,5.796542687,2.263564164,Good,"(-41.70185281, 0.042706616)"
-78.64019897,-98.90247479,5/25/2019,5.306436835,0.450872726,Good,"(-78.64019897, -98.90247479)"
77.43093447,-29.80183238,3/25/2019,0.232244832,2.302034539,Good,"(77.43093447, -29.80183238)"
72.57442027,-116.1299371,8/18/2019,9.646375185,2.148979748,Good,"(72.57442027, -116.1299371)"
33.48381411,39.04577723,9/3/2021,9.489834227,0.042003283,Good,"(33.48381411, 39.04577723)"
27.44710306,124.5616478,8/12/2022,1.954188632,0.287986113,Good,"(27.44710306, 124.5616478)"
-21.97679018,32.31440165,12/14/2020,1.670598383,4.122462466,Poor,"(-21.97679018, 32.31440165)"
-67.6412069,149.9431934,4/21/2016,4.437394155,2.770377852,Poor,"(-67.6412069, 149.9431934)"
-30.24413942,-1.010713789,5/21/2023,9.748808699,1.046990424,Good,"(-30.24413942, -1.010713789)"
-18.22465743,-163.1784494,7/31/2020,7.587517011,3.992231671,Good,"(-18.22465743, -163.1784494)"
-40.84690296,129.4507222,1/12/2014,1.694772062,3.642893242,Good,"(-40.84690296, 129.4507222)"
14.05052031,-71.79814337,5/3/2017,7.950728739,3.364020983,Good,"(14.05052031, -71.79814337)"
62.28939926,-38.48137196,2/4/2021,9.191210839,0.673837934,Moderate,"(62.28939926, -38.48137196)"
-26.89469294,-53.11781147,11/23/2022,2.95101705,4.049037713,Moderate,"(-26.89469294, -53.11781147)"
-8.775520713,9.132988124,2/10/2021,1.330599608,2.225109104,Good,"(-8.775520713, 9.132988124)"
39.1887069,38.82293009,3/2/2021,7.689598725,1.0721076,Moderate,"(39.1887069, 38.82293009)"
-12.2404274,-76.59691922,3/15/2015,2.383052205,0.890140466,Poor,"(-12.2404274, -76.59691922)"
69.09117749,-165.7863902,11/9/2023,3.869883302,2.597597681,Moderate,"(69.09117749, -165.7863902)"
76.67473352,94.63330431,4/28/2020,1.316747346,1.437702643,Good,"(76.67473352, 94.63330431)"
6.125955961,4.446976934,7/10/2019,0.720141528,1.833191056,Moderate,"(6.125955961, 4.446976934)"
-66.68527025,91.98437195,6/26/2014,1.071555965,3.03078043,Good,"(-66.68527025, 91.98437195)"
21.11020424,-160.5652106,6/14/2017,4.982930745,3.460022932,Moderate,"(21.11020424, -160.5652106)"
29.22932525,84.10662516,11/12/2023,1.053726621,3.625502298,Poor,"(29.22932525, 84.10662516)"
-80.09016503,154.0815609,10/27/2020,7.308456932,4.790881522,Good,"(-80.09016503, 154.0815609)"
-70.11630849,116.4385856,6/1/2018,7.737555216,2.579271154,Good,"(-70.11630849, 116.4385856)"
65.72143697,-54.87181146,5/8/2021,9.527046141,3.053995137,Good,"(65.72143697, -54.87181146)"
-69.14295169,-91.66303737,9/27/2019,6.471537846,1.436267748,Good,"(-69.14295169, -91.66303737)"
-51.40174435,51.83260995,11/30/2017,2.05716235,0.461148128,Good,"(-51.40174435, 51.83260995)"
2.767529908,-16.5293357,10/9/2014,7.391544622,4.803616697,Good,"(2.767529908, -16.5293357)"
-0.324382521,55.09455354,1/19/2020,4.798080766,2.501666754,Good,"(-0.324382521, 55.09455354)"
-41.52800184,125.9416093,8/30/2018,5.093333035,3.2839207,Good,"(-41.52800184, 125.9416093)"
62.15886798,-116.739053,9/22/2019,1.451104872,2.80557327,Moderate,"(62.15886798, -116.739053)"
-78.30415325,7.627702948,9/23/2019,9.566978935,0.247878116,Good,"(-78.30415325, 7.627702948)"
-13.18410682,64.63701008,6/4/2020,3.190153347,2.810316352,Moderate,"(-13.18410682, 64.63701008)"
-72.13275027,-126.9570723,1/30/2014,5.83689804,4.340801912,Good,"(-72.13275027, -126.9570723)"
66.81513608,-34.33688361,10/15/2021,8.930894975,0.106465567,Moderate,"(66.81513608, -34.33688361)"
-71.78583827,108.3602456,1/23/2017,4.630648502,3.916835582,Good,"(-71.78583827, 108.3602456)"
-85.78176809,-61.70886462,9/25/2020,7.87044523,2.56685556,Good,"(-85.78176809, -61.70886462)"
-28.75416534,-10.08156756,1/8/2020,8.490051875,0.119976551,Good,"(-28.75416534, -10.08156756)"
53.47527683,-21.3625339,12/8/2023,0.613871207,1.045616113,Good,"(53.47527683, -21.3625339)"
0.39937853,158.6225927,1/13/2018,0.571920757,0.851755385,Good,"(0.39937853, 158.6225927)"
-21.20982465,-157.3861652,3/29/2017,0.733782707,0.202861044,Good,"(-21.20982465, -157.3861652)"
-20.69700522,15.3061405,4/24/2020,3.476226807,2.883317461,Good,"(-20.69700522, 15.3061405)"
-12.89193115,175.5452194,2/28/2017,6.453144187,1.962733546,Moderate,"(-12.89193115, 175.5452194)"
44.4823664,-23.85077736,7/12/2020,2.213152603,3.290676172,Moderate,"(44.4823664, -23.85077736)"
-20.39530629,7.185585825,10/23/2019,1.188458838,0.11493045,Good,"(-20.39530629, 7.185585825)"
49.3032908,60.20154382,3/6/2015,8.988553264,0.116859535,Moderate,"(49.3032908, 60.20154382)"
-51.35116761,-42.88030172,1/6/2020,6.563232175,4.757012755,Good,"(-51.35116761, -42.88030172)"
-69.4665647,174.1065932,3/15/2014,2.504798571,1.579201006,Good,"(-69.4665647, 174.1065932)"
-5.059983663,105.6705483,4/12/2016,9.058547253,4.35259263,Poor,"(-5.059983663, 105.6705483)"
-75.84361718,2.508864873,6/24/2018,5.314336427,1.376009019,Good,"(-75.84361718, 2.508864873)"
14.08948014,61.40942773,9/5/2018,4.874244382,2.170284667,Good,"(14.08948014, 61.40942773)"
-82.19807381,43.01865043,11/19/2019,2.440148345,3.81305089,Moderate,"(-82.19807381, 43.01865043)"
-26.16615541,-11.43187973,2/19/2017,8.03444057,3.404020561,Good,"(-26.16615541, -11.43187973)"
-33.40681792,128.602969,7/3/2020,8.188538078,1.412452172,Good,"(-33.40681792, 128.602969)"
36.30174985,-99.13030956,6/13/2016,9.061999766,2.503408677,Good,"(36.30174985, -99.13030956)"
-54.59363293,81.06640553,3/16/2020,1.519829033,3.386614282,Moderate,"(-54.59363293, 81.06640553)"
1.820370845,-67.55205245,3/4/2022,5.602634419,4.869270539,Good,"(1.820370845, -67.55205245)"
4.989795635,56.50385658,7/27/2023,8.32472018,1.034476357,Good,"(4.989795635, 56.50385658)"
85.41011454,26.64993452,4/9/2015,6.457164373,1.496825884,Good,"(85.41011454, 26.64993452)"
39.0247362,141.2186747,12/22/2014,2.433880484,0.64339852,Poor,"(39.0247362, 141.2186747)"
1.922299915,59.95039041,3/31/2017,4.408127217,0.4528242,Poor,"(1.922299915, 59.95039041)"
34.72967754,-169.0739082,1/14/2020,0.5499822,0.597990548,Good,"(34.72967754, -169.0739082)"
-80.76937492,92.79331961,11/30/2021,1.750458178,3.632860178,Good,"(-80.76937492, 92.79331961)"
-87.14209414,101.901944,7/7/2014,9.341780365,2.621286715,Good,"(-87.14209414, 101.901944)"
74.86697605,127.9862047,5/13/2023,4.369710198,4.482438173,Moderate,"(74.86697605, 127.9862047)"
83.52018552,179.9350605,3/25/2020,2.274850519,4.632099512,Good,"(83.52018552, 179.9350605)"
-10.14902902,31.91569776,3/6/2020,4.176836269,3.108628514,Good,"(-10.14902902, 31.91569776)"
-50.34741312,-107.4415479,8/8/2017,0.008050295,1.684766417,Good,"(-50.34741312, -107.4415479)"
71.22887927,125.6140959,7/17/2020,4.97927052,1.477217344,Good,"(71.22887927, 125.6140959)"
-88.60748679,56.7318457,10/20/2019,6.1388101,2.480210612,Good,"(-88.60748679, 56.7318457)"
58.90048615,157.5422889,5/25/2021,1.38596201,0.643743614,Good,"(58.90048615, 157.5422889)"
-57.23015743,-152.0088432,10/19/2014,5.793923008,2.695531665,Moderate,"(-57.23015743, -152.0088432)"
16.29540256,-91.57152186,10/30/2022,5.550024096,2.687217822,Good,"(16.29540256, -91.57152186)"
-87.44296472,28.1432024,1/19/2023,5.20284694,2.686169345,Moderate,"(-87.44296472, 28.1432024)"
36.10866099,85.73411117,8/1/2022,0.989126756,1.677371131,Moderate,"(36.10866099, 85.73411117)"
-42.87407187,176.9130557,9/13/2023,5.074228957,3.456076122,Moderate,"(-42.87407187, 176.9130557)"
-73.31733238,176.6501928,4/4/2017,2.412531996,1.452949537,Good,"(-73.31733238, 176.6501928)"
27.83752973,-149.9324243,2/25/2021,2.598767475,3.037720641,Moderate,"(27.83752973, -149.9324243)"
77.8638697,-21.4008885,6/19/2023,3.134233105,4.860247849,Good,"(77.8638697, -21.4008885)"
86.34587928,-45.23152974,2/4/2021,3.810295889,0.647114963,Good,"(86.34587928, -45.23152974)"
58.17857134,-41.18755096,7/11/2019,0.798395468,0.53498002,Good,"(58.17857134, -41.18755096)"
5.047894049,8.36477635,9/15/2015,3.107079947,4.268216381,Good,"(5.047894049, 8.36477635)"
-13.1499092,75.84369771,5/21/2022,2.709485125,4.874671902,Moderate,"(-13.1499092, 75.84369771)"
-8.431099335,-18.93420462,8/3/2020,9.629386918,2.194627962,Poor,"(-8.431099335, -18.93420462)"
73.01716373,-132.813584,4/3/2015,5.855926335,3.503340629,Good,"(73.01716373, -132.813584)"
5.877524459,-18.96833751,4/26/2018,6.399936581,2.41360481,Good,"(5.877524459, -18.96833751)"
-48.64241878,88.59802085,8/22/2014,4.211995332,0.292666835,Good,"(-48.64241878, 88.59802085)"
29.59152761,-154.4688198,12/23/2016,3.771862551,0.567856651,Poor,"(29.59152761, -154.4688198)"
74.2687741,67.60146312,12/31/2015,7.213751984,0.983694958,Moderate,"(74.2687741, 67.60146312)"
63.25996416,-18.07446594,8/14/2022,7.77961126,2.279265944,Good,"(63.25996416, -18.07446594)"
-12.44236814,-144.0007085,4/12/2021,4.493611962,3.57995988,Moderate,"(-12.44236814, -144.0007085)"
35.12527385,74.74590985,12/28/2020,6.480588663,2.769248683,Moderate,"(35.12527385, 74.74590985)"
36.52967482,-63.46049692,12/22/2022,1.831002418,4.280438003,Good,"(36.52967482, -63.46049692)"
-52.69151599,-24.65215067,1/7/2023,8.169185236,4.479689533,Moderate,"(-52.69151599, -24.65215067)"
70.69749596,-133.5262994,5/16/2021,3.974338281,4.368990549,Moderate,"(70.69749596, -133.5262994)"
64.95876647,-108.3305818,7/6/2021,9.090286215,0.490297077,Poor,"(64.95876647, -108.3305818)"
83.79239232,35.25754818,2/20/2017,2.020812234,1.804319018,Good,"(83.79239232, 35.25754818)"
55.66993984,175.3401089,2/7/2022,8.484259365,3.481892675,Poor,"(55.66993984, 175.3401089)"
-75.7082441,112.6050382,5/24/2023,5.682339563,0.288008577,Good,"(-75.7082441, 112.6050382)"
62.2226724,106.1476701,11/29/2017,8.280931205,3.17599532,Moderate,"(62.2226724, 106.1476701)"
-89.92832778,-45.83745516,3/16/2023,1.266604553,2.82717473,Poor,"(-89.92832778, -45.83745516)"
-1.872374666,-66.13327172,8/30/2016,9.300105382,1.64462555,Good,"(-1.872374666, -66.13327172)"
-73.95596254,101.3334633,7/27/2015,1.127341022,1.140571606,Poor,"(-73.95596254, 101.3334633)"
-54.01140076,-77.71444452,2/19/2023,4.642623417,0.939076749,Moderate,"(-54.01140076, -77.71444452)"
-78.10487759,-132.732518,6/30/2020,2.839381299,1.803198146,Moderate,"(-78.10487759, -132.732518)"
46.32763192,-122.514073,10/28/2016,7.833335155,4.508401628,Moderate,"(46.32763192, -122.514073)"
-55.31308797,52.06798707,12/29/2017,7.825503903,1.6990142,Moderate,"(-55.31308797, 52.06798707)"
-16.75882706,-81.09148755,9/12/2015,1.03135768,2.277353744,Good,"(-16.75882706, -81.09148755)"
-87.13720913,159.8438907,2/5/2016,4.670125421,4.664935524,Good,"(-87.13720913, 159.8438907)"
-0.614848076,-77.64689543,1/7/2016,4.030280451,1.967219122,Good,"(-0.614848076, -77.64689543)"
20.99061393,-130.7527813,5/21/2017,8.310385295,0.698234744,Poor,"(20.99061393, -130.7527813)"
39.72202532,-97.09081763,4/10/2022,4.716586861,1.34932519,Moderate,"(39.72202532, -97.09081763)"
77.61094741,-93.09884496,6/17/2018,7.645889947,2.287336981,Good,"(77.61094741, -93.09884496)"
64.05920865,-170.402841,1/31/2020,7.719864369,0.358463273,Good,"(64.05920865, -170.402841)"
-16.62821089,162.7332408,5/22/2023,2.787061865,1.155123734,Moderate,"(-16.62821089, 162.7332408)"
-79.95848984,109.6268164,12/1/2020,4.830098894,3.028925028,Moderate,"(-79.95848984, 109.6268164)"
78.08937631,-91.06137958,5/16/2015,8.3051238,0.505547758,Moderate,"(78.08937631, -91.06137958)"
53.78395189,-25.27264902,11/11/2017,8.161660277,0.836408338,Good,"(53.78395189, -25.27264902)"
-31.05061409,-19.70568698,7/28/2018,4.273834077,0.948457598,Good,"(-31.05061409, -19.70568698)"
47.11858776,-112.6836444,4/2/2021,3.154894477,0.472358233,Good,"(47.11858776, -112.6836444)"
-65.77576766,-111.905445,6/12/2020,9.97238239,1.418391272,Poor,"(-65.77576766, -111.905445)"
75.566323,124.3824172,5/6/2023,0.064932998,2.801545592,Poor,"(75.566323, 124.3824172)"
-32.06790561,17.11664208,7/23/2020,3.159928386,1.236314075,Poor,"(-32.06790561, 17.11664208)"
-57.18399238,-25.5423062,11/3/2018,2.521232646,3.080391078,Poor,"(-57.18399238, -25.5423062)"
58.6253898,11.62525094,11/19/2020,7.641069508,2.608061308,Poor,"(58.6253898, 11.62525094)"
55.3580932,-14.36275608,9/30/2017,1.348451111,3.646806681,Poor,"(55.3580932, -14.36275608)"
-63.50532152,78.17690204,6/19/2022,7.69473998,1.377242714,Good,"(-63.50532152, 78.17690204)"
-86.85611212,-141.6243262,6/8/2016,6.692519326,3.580788795,Good,"(-86.85611212, -141.6243262)"
-57.32272769,108.8420207,1/5/2015,3.143516639,2.461159634,Good,"(-57.32272769, 108.8420207)"
44.70084433,-152.3930051,8/15/2017,1.398914959,3.6216384,Good,"(44.70084433, -152.3930051)"
-36.59561301,-48.43556982,12/16/2014,2.103447539,0.340495519,Moderate,"(-36.59561301, -48.43556982)"
72.48036057,-4.012742885,11/5/2021,3.004480339,3.900031041,Good,"(72.48036057, -4.012742885)"
2.09078502,137.1931502,12/6/2023,2.153413003,2.696036856,Good,"(2.09078502, 137.1931502)"
39.05366082,81.85666612,1/12/2019,6.339221449,0.937597608,Good,"(39.05366082, 81.85666612)"
9.205764519,-142.9603613,9/29/2021,6.396932392,2.632120864,Good,"(9.205764519, -142.9603613)"
-45.37329876,-21.09406477,7/21/2017,9.373829947,4.667703963,Moderate,"(-45.37329876, -21.09406477)"
21.40935996,-175.3822153,2/17/2023,8.524148327,3.901509369,Moderate,"(21.40935996, -175.3822153)"
45.04264134,75.82337367,8/23/2021,0.807496281,4.888934667,Poor,"(45.04264134, 75.82337367)"
56.68118748,-47.30801328,10/29/2015,7.489356459,0.458718144,Good,"(56.68118748, -47.30801328)"
55.89631957,117.1383337,12/24/2014,8.763517832,4.227091329,Good,"(55.89631957, 117.1383337)"
77.6393817,58.58607684,10/5/2021,9.596800869,0.837645921,Good,"(77.6393817, 58.58607684)"
-76.01351435,104.0286144,7/3/2023,9.278926162,4.350011104,Good,"(-76.01351435, 104.0286144)"
87.12725626,-96.62471974,11/24/2018,6.003543387,1.267984776,Moderate,"(87.12725626, -96.62471974)"
-77.39848735,-46.00715842,6/26/2014,6.457219091,3.854518649,Poor,"(-77.39848735, -46.00715842)"
43.61653967,179.2492744,7/28/2022,2.734943664,3.434365018,Moderate,"(43.61653967, 179.2492744)"
13.66465756,77.43500307,6/21/2014,6.410050834,2.292271834,Moderate,"(13.66465756, 77.43500307)"
-54.24232685,21.72280576,10/4/2018,4.92981282,1.862281842,Good,"(-54.24232685, 21.72280576)"
70.76231086,-104.881117,3/26/2015,3.551447052,4.236095101,Poor,"(70.76231086, -104.881117)"
27.70463671,-172.5528905,3/5/2022,1.097537958,2.994415255,Good,"(27.70463671, -172.5528905)"
-84.34686736,-12.52094129,12/24/2021,9.048518113,2.395692648,Poor,"(-84.34686736, -12.52094129)"
-7.661970955,-80.76941721,6/11/2022,6.591878951,4.452845931,Good,"(-7.661970955, -80.76941721)"
77.23031198,69.62638471,2/20/2017,2.958405975,1.596183996,Good,"(77.23031198, 69.62638471)"
-52.28044482,-175.6489522,1/12/2022,7.160749445,0.210290692,Moderate,"(-52.28044482, -175.6489522)"
72.1867517,-4.050470165,10/16/2014,2.037473185,2.836929553,Poor,"(72.1867517, -4.050470165)"
-52.54455386,120.5858456,4/29/2023,7.528600182,0.9273259,Moderate,"(-52.54455386, 120.5858456)"
82.77739121,-128.1256161,12/15/2019,0.83869713,3.867061896,Poor,"(82.77739121, -128.1256161)"
-65.52741308,-126.1425479,10/17/2020,1.191686214,0.653809746,Poor,"(-65.52741308, -126.1425479)"
64.20280912,139.8495927,7/22/2015,9.98723985,4.944018806,Good,"(64.20280912, 139.8495927)"
-2.699696994,97.61238796,2/19/2019,4.25503255,2.433307899,Good,"(-2.699696994, 97.61238796)"
6.087650744,119.769385,4/11/2015,0.855682018,2.94178691,Moderate,"(6.087650744, 119.769385)"
-2.499282277,-51.35027538,3/23/2014,4.506186013,4.045222344,Good,"(-2.499282277, -51.35027538)"
27.31949836,137.2259964,6/2/2016,7.228276753,3.271345076,Good,"(27.31949836, 137.2259964)"
69.71005736,111.3000308,1/31/2022,1.344668732,4.734542693,Good,"(69.71005736, 111.3000308)"
45.01179928,63.04660175,12/28/2016,3.208438013,3.601156375,Poor,"(45.01179928, 63.04660175)"
11.56030442,103.0757496,2/20/2018,3.388493301,0.801158235,Poor,"(11.56030442, 103.0757496)"
14.72325804,-72.81377464,5/29/2018,8.537001568,0.85148698,Moderate,"(14.72325804, -72.81377464)"
-88.35009663,-24.94558504,5/29/2020,1.933308306,1.883372796,Moderate,"(-88.35009663, -24.94558504)"
28.89664064,76.34005773,7/13/2023,5.433305897,0.236822427,Poor,"(28.89664064, 76.34005773)"
63.58567497,-138.7210167,12/7/2021,2.550022527,3.839580743,Moderate,"(63.58567497, -138.7210167)"
-69.29728296,-35.5859261,5/14/2023,3.896638719,1.564646168,Good,"(-69.29728296, -35.5859261)"
-61.78973993,-79.72799558,10/22/2021,2.224216113,0.235614503,Poor,"(-61.78973993, -79.72799558)"
18.92555045,128.637741,4/4/2023,4.475646209,4.511573147,Moderate,"(18.92555045, 128.637741)"
-27.71107642,-23.398905,11/12/2019,0.170338586,1.79807079,Good,"(-27.71107642, -23.398905)"
-46.14565611,49.89530757,8/10/2021,7.37023182,1.823558484,Moderate,"(-46.14565611, 49.89530757)"
-19.58412172,-130.9341435,4/13/2021,6.777959294,0.17424338,Moderate,"(-19.58412172, -130.9341435)"
44.34510682,176.987639,6/10/2015,9.24300166,0.652604347,Moderate,"(44.34510682, 176.987639)"
-43.18612669,151.149822,12/25/2021,0.666761372,2.97506928,Good,"(-43.18612669, 151.149822)"
77.57167745,62.6666413,10/1/2017,5.107345027,3.637950661,Good,"(77.57167745, 62.6666413)"
-53.64633681,49.69212116,2/26/2017,5.491249856,4.27618358,Good,"(-53.64633681, 49.69212116)"
